pedido_id,data,categoria,produto,quantidade,preco_unitario
1471,2025-02-02,Esportes,Halteres,5,144.51
1472,2025-02-03,Móveis,Mesa de Escritório,1,781.67
1473,2025-02-03,Papelaria,Caderno,5,25.56
1474,2025-02-03,Móveis,Cadeira Ergonômica,3,888.95
1475,2025-02-06,Eletrônicos,Notebook,5,3578.51
1476,2025-02-09,Esportes,Bicicleta,3,1764.57
1477,2025-02-09,Eletrônicos,Notebook,2,3661.73
1478,2025-02-10,Móveis,Estante,5,489.78
1479,2025-02-10,Esportes,Bicicleta,5,1767.89
1480,2025-02-10,Papelaria,Kit Canetas,4,40.13
1481,2025-02-10,Papelaria,Kit Canetas,3,39.44
1482,2025-02-12,Eletrônicos,Fone Bluetooth,4,256.54
1483,2025-02-12,Papelaria,Caderno,3,24.53
1484,2025-02-12,Eletrônicos,Fone Bluetooth,2,256.03
1485,2025-02-12,Eletrônicos,Smartphone,5,2295.65
1486,2025-02-15,Papelaria,Caderno,2,24.57
1487,2025-02-15,Esportes,Halteres,2,149.99
1488,2025-02-15,Papelaria,Kit Canetas,4,41.87
1489,2025-02-15,Esportes,Tênis de Corrida,2,429.78
1490,2025-02-17,Móveis,Estante,5,479.44
1491,2025-02-17,Eletrônicos,Fone Bluetooth,1,258.48
1492,2025-02-18,Eletrônicos,Smartphone,2,2275.36
1493,2025-02-19,Móveis,Cadeira Ergonômica,2,900.52
1494,2025-02-21,Esportes,Halteres,4,142.74
1495,2025-02-24,Eletrônicos,Notebook,5,3577.77
1496,2025-02-24,Papelaria,Caderno,5,25.78
1497,2025-02-24,Esportes,Bicicleta,1,1875.25
1498,2025-02-24,Móveis,Cadeira Ergonômica,2,910.78
1499,2025-02-26,Papelaria,Kit Canetas,1,39.49
1500,2025-02-26,Esportes,Tênis de Corrida,5,409.21
1501,2025-02-26,Móveis,Mesa de Escritório,1,761.53
1502,2025-03-01,Eletrônicos,Smartphone,4,2172.98
1503,2025-03-03,Eletrônicos,Fone Bluetooth,2,239.57
1504,2025-03-05,Eletrônicos,Fone Bluetooth,1,243.24
1505,2025-03-05,Esportes,Tênis de Corrida,1,437.81
1506,2025-03-05,Papelaria,Agenda,5,55.87
1507,2025-03-06,Eletrônicos,Notebook,5,3375.47
1508,2025-03-06,Esportes,Bicicleta,3,1739.24
1509,2025-03-06,Móveis,Estante,4,488.5
1510,2025-03-09,Esportes,Halteres,2,154.36
1511,2025-03-09,Eletrônicos,Fone Bluetooth,3,238.84
1512,2025-03-09,Esportes,Bicicleta,1,1771.31
1513,2025-03-12,Papelaria,Caderno,3,25.71
1514,2025-03-12,Esportes,Tênis de Corrida,2,413.94
1515,2025-03-12,Esportes,Tênis de Corrida,2,427.55
1516,2025-03-12,Esportes,Bicicleta,5,1763.17
1517,2025-03-13,Eletrônicos,Smartphone,2,2173.6
1518,2025-03-16,Esportes,Tênis de Corrida,3,403.48
1519,2025-03-16,Eletrônicos,Smartphone,4,2169.18
1520,2025-03-18,Móveis,Cadeira Ergonômica,2,893.79
1521,2025-03-21,Eletrônicos,Notebook,1,3448.87
1522,2025-03-21,Eletrônicos,Fone Bluetooth,5,257.11
1523,2025-03-21,Esportes,Bicicleta,3,1784.49
1524,2025-03-21,Eletrônicos,Fone Bluetooth,5,260.13
1525,2025-03-22,Esportes,Bicicleta,2,1758.41
1526,2025-03-22,Papelaria,Kit Canetas,2,38.25
1527,2025-03-24,Esportes,Tênis de Corrida,4,431.87
1528,2025-03-24,Papelaria,Kit Canetas,2,40.88
1529,2025-03-24,Esportes,Halteres,5,145.43
1530,2025-03-25,Papelaria,Caderno,4,24.58
1531,2025-03-25,Esportes,Tênis de Corrida,4,413.06
1532,2025-03-28,Papelaria,Kit Canetas,5,41.79
1533,2025-03-28,Móveis,Mesa de Escritório,3,725.82
1534,2025-03-30,Papelaria,Agenda,4,57.57
1535,2025-03-30,Móveis,Mesa de Escritório,4,733.52
1536,2025-03-30,Esportes,Tênis de Corrida,1,438.15
1537,2025-03-31,Eletrônicos,Fone Bluetooth,4,261.07
1538,2025-03-31,Móveis,Mesa de Escritório,3,774.85
1539,2025-04-01,Esportes,Bicicleta,3,1753.56
1540,2025-04-01,Móveis,Estante,4,493.88
1541,2025-04-01,Eletrônicos,Smartphone,5,2195.43
1542,2025-04-01,Esportes,Halteres,5,156.35
1543,2025-04-04,Eletrônicos,Smartphone,5,2220.64
1544,2025-04-04,Eletrônicos,Notebook,2,3555.16
1545,2025-04-04,Papelaria,Caderno,5,23.86
1546,2025-04-04,Esportes,Tênis de Corrida,4,403.45
1547,2025-04-05,Móveis,Estante,5,482.78
1548,2025-04-05,Móveis,Mesa de Escritório,3,741.84
1549,2025-04-05,Móveis,Mesa de Escritório,1,748.71
1550,2025-04-07,Eletrônicos,Notebook,2,3446.92
1551,2025-04-07,Papelaria,Kit Canetas,2,40.08
1552,2025-04-07,Papelaria,Kit Canetas,1,39.75
1553,2025-04-07,Esportes,Tênis de Corrida,1,411.61
1554,2025-04-10,Eletrônicos,Smartphone,1,2238.97
1555,2025-04-11,Móveis,Estante,2,471.89
1556,2025-04-11,Esportes,Tênis de Corrida,2,432.51
1557,2025-04-14,Móveis,Estante,4,474.99
1558,2025-04-14,Móveis,Mesa de Escritório,5,744.72
1559,2025-04-15,Móveis,Mesa de Escritório,1,755.8
1560,2025-04-15,Móveis,Mesa de Escritório,3,727.28
1561,2025-04-16,Esportes,Halteres,3,151.45
1562,2025-04-16,Esportes,Halteres,1,147.72
1563,2025-04-16,Esportes,Halteres,2,154.71
1564,2025-04-19,Eletrônicos,Fone Bluetooth,2,245.33
1565,2025-04-19,Móveis,Mesa de Escritório,1,726.23
1566,2025-04-19,Móveis,Estante,4,476.08
1567,2025-04-20,Esportes,Bicicleta,4,1824.39
1568,2025-04-20,Móveis,Estante,2,479.5
1569,2025-04-20,Móveis,Cadeira Ergonômica,3,930.78
1570,2025-04-20,Eletrônicos,Smartphone,1,2196.61
1571,2025-04-21,Esportes,Tênis de Corrida,4,416.46
1572,2025-04-21,Esportes,Tênis de Corrida,2,402.47
1573,2025-04-21,Eletrônicos,Notebook,3,3336.44
1574,2025-04-21,Móveis,Estante,3,464.07
1575,2025-04-23,Eletrônicos,Fone Bluetooth,1,244.2
1576,2025-04-23,Papelaria,Agenda,1,56.43
1577,2025-04-23,Esportes,Halteres,2,157.35
1578,2025-04-23,Eletrônicos,Fone Bluetooth,2,244.94
1579,2025-04-24,Papelaria,Kit Canetas,1,39.76
1580,2025-04-24,Eletrônicos,Notebook,2,3608.75
1581,2025-04-24,Papelaria,Agenda,5,55.73
1582,2025-04-24,Móveis,Estante,2,493.67
1583,2025-04-25,Papelaria,Agenda,3,55.53
1584,2025-04-26,Papelaria,Kit Canetas,5,39.07
1585,2025-04-26,Eletrônicos,Notebook,4,3646.57
1586,2025-04-26,Papelaria,Agenda,2,56.11
1587,2025-04-27,Móveis,Estante,3,495.77
1588,2025-04-27,Esportes,Tênis de Corrida,2,423.25
1589,2025-04-29,Esportes,Tênis de Corrida,1,425.61
1590,2025-04-29,Eletrônicos,Smartphone,5,2254.96
1591,2025-04-29,Papelaria,Kit Canetas,4,39.31
1592,2025-04-29,Eletrônicos,Fone Bluetooth,1,255.77
1593,2025-05-01,Eletrônicos,Fone Bluetooth,4,242.95
1594,2025-05-01,Esportes,Bicicleta,4,1758.34
1595,2025-05-01,Papelaria,Kit Canetas,5,40.31
1596,2025-05-04,Papelaria,Agenda,1,52.5
1597,2025-05-04,Esportes,Bicicleta,1,1877.3
1598,2025-05-04,Móveis,Mesa de Escritório,4,712.55
1599,2025-05-04,Esportes,Bicicleta,2,1868.79
1600,2025-05-06,Papelaria,Caderno,3,24.38
1601,2025-05-06,Papelaria,Agenda,2,52.53
1602,2025-05-09,Móveis,Mesa de Escritório,1,765.28
1603,2025-05-09,Eletrônicos,Notebook,4,3352.28
1604,2025-05-09,Móveis,Estante,4,456.45
1605,2025-05-12,Eletrônicos,Smartphone,2,2195.09
1606,2025-05-12,Móveis,Mesa de Escritório,1,767.31
1607,2025-05-12,Eletrônicos,Notebook,3,3453.65
1608,2025-05-14,Esportes,Bicicleta,2,1722.31
1609,2025-05-14,Eletrônicos,Fone Bluetooth,2,248.5
1610,2025-05-17,Móveis,Mesa de Escritório,5,763.99
1611,2025-05-17,Móveis,Cadeira Ergonômica,1,867.6
1612,2025-05-18,Papelaria,Kit Canetas,3,41.16
1613,2025-05-18,Móveis,Mesa de Escritório,1,731.11
1614,2025-05-18,Papelaria,Agenda,1,56.91
1615,2025-05-18,Papelaria,Caderno,5,25.27
1616,2025-05-19,Papelaria,Agenda,1,56.56
1617,2025-05-19,Móveis,Mesa de Escritório,4,720.96
1618,2025-05-19,Esportes,Halteres,5,143.57
1619,2025-05-19,Eletrônicos,Smartphone,3,2119.04
1620,2025-05-22,Papelaria,Agenda,2,56.44
1621,2025-05-22,Eletrônicos,Notebook,5,3348.64
1622,2025-05-22,Papelaria,Caderno,1,26.06
1623,2025-05-22,Esportes,Halteres,3,151.93
1624,2025-05-25,Esportes,Halteres,4,143.74
1625,2025-05-25,Móveis,Mesa de Escritório,1,735.74
1626,2025-05-25,Móveis,Cadeira Ergonômica,5,884.41
1627,2025-05-25,Eletrônicos,Smartphone,4,2250.59
1628,2025-05-26,Móveis,Cadeira Ergonômica,4,865.44
1629,2025-05-29,Papelaria,Agenda,2,52.91
1630,2025-06-01,Eletrônicos,Notebook,4,3658.56
1631,2025-06-01,Papelaria,Caderno,3,24.07
1632,2025-06-03,Eletrônicos,Smartphone,4,2149.84
1633,2025-06-04,Eletrônicos,Smartphone,4,2202.37
1634,2025-06-04,Eletrônicos,Smartphone,5,2126.71
1635,2025-06-04,Móveis,Mesa de Escritório,1,779.57
1636,2025-06-07,Móveis,Estante,5,456.12
1637,2025-06-08,Eletrônicos,Smartphone,3,2174.26
1638,2025-06-08,Móveis,Cadeira Ergonômica,1,904.76
1639,2025-06-11,Móveis,Mesa de Escritório,2,743.72
1640,2025-06-11,Papelaria,Kit Canetas,1,40.29
1641,2025-06-11,Eletrônicos,Fone Bluetooth,1,241.98
1642,2025-06-11,Eletrônicos,Smartphone,1,2282.94
1643,2025-06-13,Papelaria,Caderno,5,24.89
1644,2025-06-13,Papelaria,Caderno,3,25.16
1645,2025-06-13,Papelaria,Agenda,5,53.58
1646,2025-06-15,Móveis,Estante,5,492.5
1647,2025-06-15,Móveis,Cadeira Ergonômica,1,938.92
1648,2025-06-15,Eletrônicos,Notebook,5,3446.25
1649,2025-06-15,Eletrônicos,Smartphone,1,2256.96
1650,2025-06-17,Eletrônicos,Notebook,5,3669.09
1651,2025-06-17,Esportes,Tênis de Corrida,1,439.85
1652,2025-06-17,Móveis,Estante,3,460.47
1653,2025-06-18,Papelaria,Kit Canetas,1,40.32
1654,2025-06-18,Móveis,Estante,4,459.59
1655,2025-06-18,Eletrônicos,Smartphone,2,2142.09
1656,2025-06-18,Papelaria,Kit Canetas,4,40.8
1657,2025-06-21,Papelaria,Kit Canetas,3,38.93
1658,2025-06-21,Móveis,Cadeira Ergonômica,5,864.81
1659,2025-06-21,Eletrônicos,Notebook,4,3488.12
1660,2025-06-23,Papelaria,Caderno,4,24.52
1661,2025-06-25,Eletrônicos,Notebook,3,3614.24
1662,2025-06-28,Móveis,Mesa de Escritório,2,719.34
1663,2025-06-29,Esportes,Halteres,1,152.66
1664,2025-06-29,Papelaria,Caderno,1,26.13
1665,2025-06-29,Esportes,Halteres,5,146.25
1666,2025-07-01,Móveis,Cadeira Ergonômica,1,860.55
1667,2025-07-02,Móveis,Mesa de Escritório,3,763.97
1668,2025-07-02,Eletrônicos,Fone Bluetooth,5,243.97
1669,2025-07-03,Eletrônicos,Notebook,4,3608.25
1670,2025-07-04,Eletrônicos,Notebook,4,3342.72
1671,2025-07-04,Esportes,Halteres,4,149.94
1672,2025-07-04,Esportes,Halteres,4,145.09
1673,2025-07-05,Papelaria,Kit Canetas,4,41.53
1674,2025-07-05,Eletrônicos,Fone Bluetooth,5,252.92
1675,2025-07-08,Esportes,Tênis de Corrida,5,419.12
1676,2025-07-08,Eletrônicos,Smartphone,4,2120.19
1677,2025-07-08,Móveis,Estante,5,467.96
1678,2025-07-11,Esportes,Halteres,3,149.7
1679,2025-07-13,Papelaria,Kit Canetas,3,38.72
1680,2025-07-13,Papelaria,Agenda,2,52.41
1681,2025-07-13,Papelaria,Caderno,4,25.07
1682,2025-07-16,Móveis,Cadeira Ergonômica,2,914.12
1683,2025-07-16,Papelaria,Agenda,1,56.45
1684,2025-07-17,Papelaria,Caderno,2,24.34
1685,2025-07-17,Papelaria,Agenda,3,57.28
1686,2025-07-17,Eletrônicos,Fone Bluetooth,3,261.19
1687,2025-07-17,Móveis,Estante,2,496.16
1688,2025-07-19,Móveis,Mesa de Escritório,1,719.27
1689,2025-07-19,Móveis,Estante,2,456.96
1690,2025-07-19,Esportes,Bicicleta,3,1875.22
1691,2025-07-20,Papelaria,Agenda,2,57.3
1692,2025-07-20,Papelaria,Caderno,1,24.12
1693,2025-07-23,Eletrônicos,Fone Bluetooth,3,261.51
1694,2025-07-23,Papelaria,Agenda,4,55.47
1695,2025-07-25,Papelaria,Caderno,2,25.58
1696,2025-07-25,Esportes,Halteres,4,152.24
1697,2025-07-25,Móveis,Estante,5,489.29
1698,2025-07-28,Móveis,Estante,5,495.09
1699,2025-07-28,Esportes,Tênis de Corrida,3,404.35
1700,2025-07-28,Eletrônicos,Fone Bluetooth,5,247.29
1701,2025-07-31,Móveis,Estante,3,500.21
1702,2025-08-03,Eletrônicos,Smartphone,2,2162.86
1703,2025-08-03,Eletrônicos,Notebook,3,3668.83
1704,2025-08-04,Papelaria,Kit Canetas,1,39.06
1705,2025-08-05,Papelaria,Kit Canetas,1,40.88
1706,2025-08-06,Esportes,Halteres,4,157.04
1707,2025-08-06,Esportes,Tênis de Corrida,4,413.75
1708,2025-08-06,Esportes,Bicicleta,4,1851.97
1709,2025-08-06,Móveis,Cadeira Ergonômica,4,861.63
1710,2025-08-07,Eletrônicos,Smartphone,3,2299.37
1711,2025-08-07,Eletrônicos,Smartphone,2,2285.34
1712,2025-08-07,Móveis,Estante,1,482.26
1713,2025-08-08,Esportes,Halteres,1,148.97
1714,2025-08-08,Móveis,Estante,4,463.54
1715,2025-08-08,Eletrônicos,Smartphone,2,2304.37
1716,2025-08-10,Papelaria,Kit Canetas,2,38.38
1717,2025-08-10,Esportes,Halteres,5,155.1
1718,2025-08-10,Móveis,Cadeira Ergonômica,3,855.34
1719,2025-08-11,Esportes,Bicicleta,1,1714.63
1720,2025-08-11,Móveis,Estante,3,502.9
1721,2025-08-11,Esportes,Bicicleta,3,1851.28
1722,2025-08-13,Papelaria,Caderno,5,24.72
1723,2025-08-13,Papelaria,Kit Canetas,3,38.75
1724,2025-08-13,Eletrônicos,Smartphone,4,2192.31
1725,2025-08-13,Móveis,Mesa de Escritório,5,717.12
1726,2025-08-16,Eletrônicos,Fone Bluetooth,3,257.7
1727,2025-08-18,Eletrônicos,Smartphone,5,2182.1
1728,2025-08-18,Esportes,Halteres,2,149.64
1729,2025-08-19,Eletrônicos,Fone Bluetooth,5,260.01
1730,2025-08-19,Móveis,Cadeira Ergonômica,4,870.56
1731,2025-08-19,Móveis,Cadeira Ergonômica,2,866.36
1732,2025-08-19,Esportes,Bicicleta,4,1746.35
1733,2025-08-22,Papelaria,Kit Canetas,1,38.35
1734,2025-08-22,Esportes,Halteres,3,155.35
1735,2025-08-25,Eletrônicos,Fone Bluetooth,5,252.19
1736,2025-08-25,Esportes,Bicicleta,4,1736.94
1737,2025-08-25,Eletrônicos,Notebook,5,3597.84
1738,2025-08-25,Papelaria,Agenda,3,57.08
1739,2025-08-27,Esportes,Halteres,5,149.6
1740,2025-08-27,Móveis,Mesa de Escritório,4,723.29
1741,2025-08-27,Esportes,Bicicleta,4,1870.12
1742,2025-08-27,Papelaria,Agenda,2,52.52
1743,2025-08-29,Papelaria,Caderno,3,25.79
1744,2025-08-29,Papelaria,Kit Canetas,3,41.37
1745,2025-08-29,Eletrônicos,Notebook,2,3430.17
1746,2025-09-01,Papelaria,Kit Canetas,4,40.42
1747,2025-09-01,Eletrônicos,Notebook,4,3398.99
1748,2025-09-01,Esportes,Halteres,4,153.89
1749,2025-09-01,Papelaria,Caderno,5,25.73
1750,2025-09-02,Esportes,Bicicleta,5,1868.28
1751,2025-09-02,Eletrônicos,Notebook,2,3631.31
1752,2025-09-02,Móveis,Cadeira Ergonômica,2,857.98
1753,2025-09-03,Móveis,Mesa de Escritório,3,774.26
1754,2025-09-03,Esportes,Halteres,1,152.72
1755,2025-09-03,Móveis,Mesa de Escritório,4,757.05
1756,2025-09-04,Papelaria,Kit Canetas,2,41.35
1757,2025-09-04,Papelaria,Agenda,1,53.82
1758,2025-09-04,Esportes,Bicicleta,2,1863.69
1759,2025-09-04,Móveis,Cadeira Ergonômica,2,915.99
1760,2025-09-06,Eletrônicos,Fone Bluetooth,1,249.35
1761,2025-09-06,Móveis,Estante,2,484.85
1762,2025-09-06,Eletrônicos,Notebook,3,3537.92
1763,2025-09-06,Papelaria,Agenda,3,54.58
1764,2025-09-08,Esportes,Tênis de Corrida,2,418.6
1765,2025-09-08,Esportes,Halteres,1,142.61
1766,2025-09-08,Papelaria,Agenda,5,55.6
1767,2025-09-10,Esportes,Bicicleta,3,1887.9
1768,2025-09-13,Papelaria,Kit Canetas,3,38.75
1769,2025-09-13,Móveis,Cadeira Ergonômica,5,891.37
1770,2025-09-13,Papelaria,Agenda,2,56.22
1771,2025-09-16,Papelaria,Kit Canetas,4,39.62
1772,2025-09-16,Eletrônicos,Fone Bluetooth,5,257.9
1773,2025-09-16,Papelaria,Agenda,2,56.02
1774,2025-09-16,Esportes,Halteres,3,150.11
1775,2025-09-17,Papelaria,Caderno,4,24.07
1776,2025-09-17,Papelaria,Agenda,5,56.45
1777,2025-09-18,Eletrônicos,Notebook,3,3403.16
1778,2025-09-18,Papelaria,Kit Canetas,3,39.49
1779,2025-09-18,Papelaria,Kit Canetas,1,39.88
1780,2025-09-21,Esportes,Bicicleta,5,1731.57
1781,2025-09-24,Papelaria,Kit Canetas,1,41.48
1782,2025-09-24,Móveis,Cadeira Ergonômica,2,885.84
1783,2025-09-24,Esportes,Bicicleta,3,1865.23
1784,2025-09-24,Móveis,Cadeira Ergonômica,4,884.94
1785,2025-09-25,Eletrônicos,Notebook,4,3420.73
1786,2025-09-25,Móveis,Estante,2,479.5
1787,2025-09-25,Eletrônicos,Notebook,5,3476.8
1788,2025-09-27,Esportes,Tênis de Corrida,4,399.2
1789,2025-09-27,Móveis,Estante,3,501.6
1790,2025-09-27,Papelaria,Agenda,2,52.35
1791,2025-09-27,Eletrônicos,Fone Bluetooth,2,243.16
1792,2025-09-29,Móveis,Cadeira Ergonômica,4,900.3
1793,2025-09-29,Papelaria,Caderno,1,25.81
1794,2025-09-29,Papelaria,Kit Canetas,4,40.91
1795,2025-10-02,Esportes,Halteres,2,147.64
1796,2025-10-02,Esportes,Tênis de Corrida,2,405.93
1797,2025-10-02,Esportes,Bicicleta,2,1750.38
1798,2025-10-03,Eletrônicos,Fone Bluetooth,5,241.72
1799,2025-10-03,Papelaria,Agenda,1,54.31
1800,2025-10-06,Eletrônicos,Fone Bluetooth,1,254.05
1801,2025-10-06,Eletrônicos,Notebook,1,3470.87
1802,2025-10-06,Esportes,Bicicleta,5,1755.49
1803,2025-10-09,Móveis,Estante,1,470.45
1804,2025-10-09,Eletrônicos,Fone Bluetooth,5,244.25
1805,2025-10-12,Esportes,Bicicleta,5,1839.38
1806,2025-10-12,Eletrônicos,Smartphone,1,2262.65
1807,2025-10-14,Móveis,Mesa de Escritório,5,785.48
1808,2025-10-14,Papelaria,Agenda,4,53.87
1809,2025-10-15,Móveis,Estante,4,471.87
1810,2025-10-15,Eletrônicos,Notebook,1,3642.41
1811,2025-10-15,Esportes,Bicicleta,1,1850.31
1812,2025-10-15,Eletrônicos,Fone Bluetooth,1,260.12
1813,2025-10-18,Esportes,Tênis de Corrida,3,418.5
1814,2025-10-18,Eletrônicos,Notebook,1,3623.29
1815,2025-10-20,Esportes,Halteres,1,143.92
1816,2025-10-20,Eletrônicos,Notebook,2,3557.17
1817,2025-10-20,Móveis,Mesa de Escritório,3,779.59
1818,2025-10-23,Eletrônicos,Smartphone,3,2130.23
1819,2025-10-23,Esportes,Tênis de Corrida,4,410.42
1820,2025-10-23,Esportes,Halteres,4,154.5
1821,2025-10-26,Eletrônicos,Notebook,1,3668.55
1822,2025-10-26,Móveis,Cadeira Ergonômica,4,937.01
1823,2025-10-28,Móveis,Estante,4,493.4
1824,2025-10-28,Eletrônicos,Fone Bluetooth,2,249.58
1825,2025-10-28,Esportes,Bicicleta,4,1789.32
1826,2025-10-28,Eletrônicos,Smartphone,3,2092.72
1827,2025-10-31,Papelaria,Agenda,5,56.04
1828,2025-10-31,Eletrônicos,Smartphone,2,2196.02
1829,2025-11-03,Móveis,Estante,5,456.56
1830,2025-11-03,Móveis,Estante,7,497.73
1831,2025-11-03,Eletrônicos,Smartphone,4,2162.8
1832,2025-11-03,Papelaria,Caderno,6,25.13
1833,2025-11-05,Móveis,Cadeira Ergonômica,7,927.11
1834,2025-11-05,Esportes,Bicicleta,7,1766.89
1835,2025-11-05,Esportes,Halteres,1,148.55
1836,2025-11-05,Eletrônicos,Fone Bluetooth,5,258.15
1837,2025-11-08,Móveis,Estante,6,473.44
1838,2025-11-08,Eletrônicos,Notebook,6,3521.05
1839,2025-11-08,Esportes,Halteres,6,144.21
1840,2025-11-11,Eletrônicos,Smartphone,5,2210.49
1841,2025-11-11,Papelaria,Agenda,1,57.18
1842,2025-11-13,Esportes,Bicicleta,4,1743.76
1843,2025-11-13,Esportes,Bicicleta,5,1839.02
1844,2025-11-14,Eletrônicos,Fone Bluetooth,5,256.8
1845,2025-11-14,Esportes,Tênis de Corrida,6,439.48
1846,2025-11-14,Eletrônicos,Fone Bluetooth,4,258.47
1847,2025-11-14,Esportes,Halteres,3,153.46
1848,2025-11-15,Esportes,Halteres,7,150.06
1849,2025-11-17,Móveis,Mesa de Escritório,6,785.29
1850,2025-11-17,Esportes,Bicicleta,5,1818.45
1851,2025-11-17,Papelaria,Agenda,7,56.17
1852,2025-11-17,Móveis,Cadeira Ergonômica,4,916.8
1853,2025-11-20,Móveis,Estante,7,490.1
1854,2025-11-20,Papelaria,Agenda,7,55.96
1855,2025-11-23,Esportes,Bicicleta,5,1714.55
1856,2025-11-23,Móveis,Cadeira Ergonômica,2,879.03
1857,2025-11-23,Móveis,Mesa de Escritório,4,775.45
1858,2025-11-26,Móveis,Estante,3,495.07
1859,2025-11-26,Eletrônicos,Fone Bluetooth,6,256.06
1860,2025-11-26,Esportes,Bicicleta,7,1834.73
1861,2025-11-27,Esportes,Tênis de Corrida,3,399.54
1862,2025-11-27,Papelaria,Caderno,8,25.82
1863,2025-11-27,Papelaria,Agenda,6,56.52
1864,2025-11-27,Móveis,Mesa de Escritório,5,786.26
1865,2025-11-28,Móveis,Estante,5,474.11
1866,2025-11-28,Esportes,Tênis de Corrida,7,404.46
1867,2025-12-01,Eletrônicos,Smartphone,5,2098.79
1868,2025-12-01,Papelaria,Agenda,3,54.95
1869,2025-12-01,Papelaria,Caderno,4,26.14
1870,2025-12-04,Móveis,Mesa de Escritório,8,719.4
1871,2025-12-05,Papelaria,Kit Canetas,5,38.87
1872,2025-12-05,Esportes,Halteres,1,152.53
1873,2025-12-07,Móveis,Cadeira Ergonômica,6,937.43
1874,2025-12-07,Eletrônicos,Smartphone,5,2095.44
1875,2025-12-10,Esportes,Tênis de Corrida,3,436.73
1876,2025-12-10,Móveis,Mesa de Escritório,5,783.62
1877,2025-12-10,Móveis,Estante,5,486.09
1878,2025-12-11,Esportes,Bicicleta,5,1826.38
1879,2025-12-11,Eletrônicos,Fone Bluetooth,2,248.98
1880,2025-12-13,Eletrônicos,Notebook,2,3602.98
1881,2025-12-16,Móveis,Mesa de Escritório,7,746.33
1882,2025-12-18,Papelaria,Caderno,4,25.09
1883,2025-12-18,Eletrônicos,Fone Bluetooth,5,255.02
1884,2025-12-18,Eletrônicos,Smartphone,5,2153.76
1885,2025-12-18,Papelaria,Agenda,3,56.46
1886,2025-12-20,Esportes,Halteres,4,144.84
1887,2025-12-20,Móveis,Cadeira Ergonômica,6,941.41
1888,2025-12-20,Móveis,Mesa de Escritório,3,754.01
1889,2025-12-20,Móveis,Cadeira Ergonômica,1,906.54
1890,2025-12-22,Papelaria,Caderno,4,24.78
1891,2025-12-25,Móveis,Cadeira Ergonômica,4,872.49
1892,2025-12-25,Móveis,Estante,5,496.87
1893,2025-12-28,Eletrônicos,Smartphone,3,2111.6
1894,2025-12-28,Esportes,Tênis de Corrida,4,427.19
1895,2025-12-28,Móveis,Cadeira Ergonômica,3,936.01
1896,2025-12-28,Papelaria,Kit Canetas,6,40.47
1897,2025-12-30,Papelaria,Kit Canetas,5,38.02
1898,2025-12-30,Móveis,Cadeira Ergonômica,6,930.61
1899,2025-12-31,Esportes,Tênis de Corrida,6,431.54
1900,2025-12-31,Esportes,Halteres,2,152.18
1901,2025-12-31,Eletrônicos,Smartphone,3,2147.91
